Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Samoa,WSM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.99013,87.66227,87.55933,88.42921,..,93.86634,94.03806,93.25814,..,..
San Marino,SMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.82318,92.47227,95.52239,97.68669,..,..,..,..,..,67.85714
Sao Tome and Principe,STP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,50.81505,51.76887,50.46499,58.0841,64.5262,75.03774,82.49925,83.19427,89.33812,..
Senegal,SEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,36.22798,41.41708,45.33231,48.12828,50.25535,50.93555,48.81851,46.12492,43.70155
Serbia,SRB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.48446,91.42763,93.63105,94.16962,94.40921,94.34441,96.66961,96.23473,95.49509,95.08724
Seychelles,SYC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.27449,74.68855,72.37485,81.30421,78.62106,79.15806,81.44069,82.23108,81.27622,81.44791
Sierra Leone,SLE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,39.49307,43.99802,38.92121,..,39.05758,41.42994,41.79632,..
Singapore,SGP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,107.859,107.5746,..
Sint Maarten (Dutch part),SXM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,102.2992,..,90.55407,..,..,..,..
Slovak Republic,SVK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.67635,92.26112,92.5989,92.596,90.81761,90.67749,90.98054,91.25234,91.06786,..
Slovenia,SVN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.74992,98.94939,98.89345,98.36042,111.0649,110.4855,110.3241,115.9301,115.6004,..
Solomon Islands,SLB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,48.5439,47.75302,48.31938,..,..,..,..,..,..
Somalia,SOM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.5119,93.7372,96.18246,98.82686,..,107.8041,109.4441,107.1769,104.698,..
South Sudan,SSD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,9.68862,..,..,..,11.00999,..,..,..
Sri Lanka,LKA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,96.8614,98.97299,99.44697,99.48949,..,..,97.62885,98.02663,..
St. Kitts and Nevis,KNA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.06061,106.2639,104.7538,89.02084,116.3954,107.1867,107.8691,106.9142,..,..
St. Lucia,LCA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,94.5927,93.82029,92.79429,89.47304,87.78888,87.53952,88.51899,88.53397,88.86383,89.36041
St. Martin (French part),MAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,110.54023,108.0371,103.4264,101.9272,104.5359,106.3008,107.4256,106.6857,108.6251,107.2264
Sudan,SDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,42.32099,42.52224,37.55913,41.23274,43.60937,44.85091,45.62371,44.13194,46.62174,..
Suriname,SUR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,67.68677,71.44953,70.33705,72.07447,73.80878,73.34948,77.4679,..,..,82.26363
Sweden,SWE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.48973,98.12031,96.97975,98.14225,128.5564,132.9421,140.4368,144.9093,152.8607,..
Syrian Arab Republic,SYR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,71.37234,72.1765,74.51834,77.87033,52.53156,..,..,..,..,..
Tajikistan,TJK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,84.0846,84.73415,85.60151,87.05313,88.50042,..,..,..,..,..
Tanzania,TZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,31.64975,..,..,..,30.74746,27.14004,26.71446,27.34725,29.43508
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,80.81869,82.42885,85.0076,83.76146,81.99915,120.3323,120.6512,118.6259,116.7339,..
Timor-Leste,TLS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,61.21803,62.38997,65.56778,66.79295,65.93543,68.40023,72.38723,77.01401,81.03142,83.61746
Togo,TGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,55.76332,..,..,..,..,..,61.84573,..
Tonga,TON,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.51467,103.6473,106.0837,94.52685,95.78519,96.47279,100.8618,..,..,..
Trinidad and Tobago,TTO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.59868,90.18619,91.82141,..,90.07587,87.66382,88.22575,92.8658,..,..
Turkmenistan,TKM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,85.81854,..,..,..,..
Turks and Caicos Islands,TCA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,78.70249,82.84062,71.03099,..,66.72794
Uganda,UGA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.3182,95.57578,93.50324,96.44418,96.52194,95.99927,..,..,..,..
United Arab Emirates,ARE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,95.34329,104.9479,..
Uruguay,URY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.19233,101.1993,..,..,109.4516,110.9886,112.1295,115.9551,120.2243,..
Uzbekistan,UZB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.47305,89.87126,90.21584,92.08225,91.79508,92.01116,91.84594,92.60662,93.33636,..
Vanuatu,VUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,59.5327,..,..,..,..,54.20477,..,..,..
"Venezuela, RB",VEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.70381,82.71373,83.74643,85.89011,93.44114,92.7581,91.02732,87.93421,88.07702,..
Vietnam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.52099,85.73758,84.24975,83.94433,84.0059,84.3953,85.83735,87.02667,88.92071,89.48775
"Yemen, Rep.",YEM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,44.08377,46.1609,46.91278,49.27726,..,..,51.58068,..,..
Zambia,ZMB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,51.55099,52.40567,..,..,..,..,..
